person,title,date,url
Nicole Ross,Operations Associate,2016-09-25,https://web.archive.org/web/20160925055101/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-09-25,https://web.archive.org/web/20160925055101/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-09-25,https://web.archive.org/web/20160925055101/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-09-25,https://web.archive.org/web/20160925055101/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-10-01,https://web.archive.org/web/20161001200845/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-10-16,https://web.archive.org/web/20161016210815/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-10-23,https://web.archive.org/web/20161023040418/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-10-25,https://web.archive.org/web/20161025121822/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-11-05,https://web.archive.org/web/20161105042613/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-11-20,https://web.archive.org/web/20161120053638/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-12-05,https://web.archive.org/web/20161205215349/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-01-05,https://web.archive.org/web/20170105220050/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-01-23,https://web.archive.org/web/20170123021812/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-02-04,https://web.archive.org/web/20170204203106/http://www.openphilanthropy.org:80/about/team
